
      -69.907	      3.22076	        3.396	      1.91841	      2.18323	       3.7697	      3.07421	      1.47286	     0.363049	     0.904233	      1.69016	     0.779372	      3.04555	     0.327041	      3.46066	      2.34557	      2.70493	      2.32658	      1.67503	      6.72613	      1.28665	       1.1957	      1.97589	     0.444168	      5.32052	      2.35522	      1.27751	    0.0262969	     0.911318	      2.72274	     0.269963	      1.45351	      0.61813	      1.53281	      4.23158	     0.392468	      5.99815	      3.96067	      1.61903	     0.728527	      3.51478	      1.72422	      3.03369	      2.16039	      1.79525	      6.36535	      2.82632	      1.85126	      3.03523	     0.862049	       2.3006	      2.10245	      0.66225	     0.124317	      11.2167	      11.6359	         9.81	      14.4345	      4.75098	       13.746	      1.86133	      11.0225	     0.257745	       10.379	       3.9385	      14.0896	      13.1587	      14.1119	      9.26464	      1.37466	      7.40412	      11.1225	      9.03425	      8.21233	      3.65755	      6.77523	      9.65089	      11.1663	      1.29563	      2.78742	 1552.203379
     -69.9022	      1.51525	      20.3931	      8.15508	      6.49136	      2.42367	     0.960768	      1.03186	      6.30762	       4.4902	      1.54675	      10.0459	      4.43101	      5.65295	    0.0546191	      7.67045	      3.27157	      1.88992	      3.21329	      8.48877	     0.416566	      11.3081	       4.8784	     0.883344	      3.83054	      2.01206	      6.44934	       2.7415	      5.98787	      8.74341	     0.316693	      4.67268	     0.201134	       2.6906	      8.09918	      4.66622	      5.68987	      5.27593	      2.94779	     0.853565	      4.09555	      1.41524	      14.0324	      4.33076	       4.8333	      5.16478	     0.540998	      2.43314	      7.35811	      1.80466	       9.0491	      3.40284	     0.548284	      4.27936	      22.0055	      31.0602	      32.9546	       32.108	      27.7734	      32.0837	      34.0384	       31.451	       34.807	      36.3184	      33.0227	      28.5966	      37.3959	      35.8513	      23.7602	      23.8954	      42.9915	      31.0158	      32.0243	       37.609	      37.2342	       41.026	      36.2521	      36.3244	      42.5965	      29.5832	       309.474
     -69.8902	      6.44791	      15.4048	      7.15498	      6.18564	     0.316602	      1.35403	      3.81375	       5.6132	      1.13845	      1.52254	      9.06753	      8.78532	      2.72752	      6.75501	      12.5606	      5.37927	      4.04263	     0.829592	      8.55748	      1.17687	      8.73748	      1.15639	      23.4266	      1.71675	      3.09279	     0.273944	       1.8234	      2.76245	      8.58556	     0.144608	     0.645774	      2.56604	      7.84545	       8.4181	      4.82194	      1.05446	      5.87306	      6.32445	      2.87463	      5.07833	      2.14055	      9.97036	      5.88744	      5.41259	       8.9481	       2.3309	     0.466915	      1.97835	      2.35787	      3.03061	       1.4585	     0.603846	      5.43341	      23.6253	      28.2633	      33.5683	      30.5067	      28.9745	       35.597	      32.9046	      33.7549	      33.5227	      34.0669	      31.8921	      31.0243	       34.562	      35.9857	      31.2397	      24.7445	      28.0474	      33.9808	      29.8064	      36.5132	      33.4953	      38.7845	      35.4989	       34.383	       40.649	      30.5831	       291.125
     -69.9028	       11.407	      14.1417	      8.23969	       6.9583	     0.316602	      4.36647	      3.92386	     0.553343	      4.85774	      1.35525	      7.88354	      6.47066	      1.99135	     0.774166	      5.09607	       2.3202	      1.17183	      5.19185	      1.42722	      5.27855	      5.92904	      7.99362	       1.9997	       10.095	      2.16702	      6.29748	     0.172748	      4.33659	      20.4597	       0.5776	     0.112305	      2.89604	      9.05536	      4.39459	      4.66406	      6.76041	      4.10983	      5.35672	      2.31559	      9.73663	       9.2849	       4.4639	     0.729079	      3.42073	       5.2213	       1.7722	      3.93481	       1.4841	      1.81301	      5.13489	      1.74763	     0.476308	      5.67928	      24.6734	      28.1533	      30.6792	      27.4787	      32.8246	      32.6507	      39.5981	      34.8319	      36.4247	      34.4995	      39.1432	      33.6086	      39.9078	      37.8516	       31.399	      27.8987	       39.167	      37.0011	      33.4089	       34.212	      36.1082	      38.5066	      33.7736	      34.2027	      39.4854	      29.3777	       293.974
      -69.889	      6.58617	      5.29744	      7.05831	      2.74332	     0.233177	      4.00205	      2.76124	      9.45487	      3.73111	      1.86849	      10.0164	      12.8422	      12.3582	      3.78102	      6.25318	      7.31634	      2.71956	      5.96239	      1.50221	      5.13019	      2.02167	      7.04868	     0.640749	     0.334639	      6.66946	      6.76034	     0.157606	      6.23248	      8.90399	      2.79198	      7.20043	      2.15327	      4.46873	      2.39533	       1.1176	       11.678	      6.11664	      2.17594	      8.57797	      2.02036	      16.1938	      2.79006	       9.4756	      3.15579	      1.66572	      4.47214	      1.71177	     0.645444	      4.57852	     0.978396	      3.10527	     0.491406	      8.07027	      21.1996	      23.3093	      35.3308	      27.3987	        26.37	       32.517	      32.8489	      30.6351	       38.457	       40.698	      35.9077	      33.6869	      38.2312	      30.8898	      29.6512	      22.9549	      29.1827	      39.7674	      36.4959	      37.2191	      36.2919	      36.7231	      35.5993	      33.7673	      31.3676	      31.8369	       289.828
     -69.9111	      6.58617	      1.74986	      7.49416	      1.16275	      1.39637	      1.73252	      2.79403	      10.6942	       9.6163	      0.97931	        10.22	      13.0963	      2.17586	      5.72315	     0.398764	      7.69206	      3.91014	      2.33144	      12.0168	      8.95134	      1.77774	       4.7079	     0.503478	      4.45723	      4.27172	      7.86528	      6.77273	     0.919974	      4.91071	      13.6415	      2.66787	      3.92842	      1.80604	      2.40609	       2.8132	      2.45385	      1.33163	      2.17594	      16.9811	      2.24071	      13.6227	      5.24084	      6.57373	      1.04697	      2.69054	      5.86222	      3.87961	     0.415315	      3.04306	      3.09033	      1.73573	     0.417282	      9.61462	      23.1267	      28.8553	      27.9175	      28.7997	      34.2823	      36.2482	      36.3626	      34.8872	       41.906	      37.7177	      32.9992	        30.31	       32.747	      36.5806	       25.338	      24.8689	      31.2664	      36.1736	      32.1784	      36.6574	      30.1289	      36.0594	       39.165	      38.0035	      34.3964	      36.9226	       286.836
     -69.9164	      5.88392	      4.61108	      7.35234	      1.00247	      8.59575	      4.43057	      5.11205	      5.48206	      3.68154	      2.95674	      7.28839	      7.24846	      6.78276	      6.61094	      2.94092	      4.62892	      4.63999	      13.7172	      7.02307	    0.0526491	      3.94359	     0.818539	     0.746838	      1.07086	        4.247	      14.5976	      5.94652	      3.88439	      2.17568	      3.43401	      2.65128	      12.0817	      7.59431	      2.29816	      1.10805	      6.88717	      3.88644	      1.62102	      1.96318	     0.251518	      5.20753	      4.53395	      3.34451	      1.57294	      3.35096	      3.74718	      2.76194	      13.2577	      18.5726	      5.10812	      5.88386	     0.290146	      10.9826	      19.7342	      27.5891	      31.3113	      29.5774	      37.1293	      30.4329	       45.054	      33.2205	      38.9335	      37.6423	      32.0898	      29.9937	      32.5373	      32.6077	      24.9983	      27.5967	      32.6941	      43.9448	      34.9319	      36.6646	      38.3629	      38.3271	      41.4534	      32.2936	      33.4908	      31.3669	        295.01
     -69.8994	      7.29559	      5.28087	       7.7311	      4.28278	      6.20636	      4.56112	     0.880345	      4.60211	      1.23363	      16.0125	      5.02214	      4.88792	     0.208806	      2.64752	      8.83666	      2.62014	      7.18399	      6.98538	      9.08438	      2.80727	      14.4336	      8.35756	     0.626929	      5.15474	      2.13631	      13.7374	      2.75201	      3.57352	       7.2943	        2.091	      5.24933	     0.670565	      22.6639	       2.2827	      3.38261	       4.2164	      5.13553	      1.98726	      10.7585	      4.73175	       6.1875	       7.2002	      4.23085	      14.6064	      3.22949	      5.13504	      12.3179	      9.77571	      1.43034	      6.64079	      1.82245	     0.800316	      38.1342	      24.1501	      29.8162	      24.9706	      28.8736	      32.9408	      30.2939	      35.4477	      32.4194	      36.6153	      35.2469	      32.5869	       33.935	      32.2335	       36.137	      28.5783	      29.0401	      21.9107	        37.68	       31.738	      43.6078	      34.2606	      38.1011	      34.9062	      33.6435	      34.2994	       32.594	       272.284
     -69.8867	      2.24931	      7.85588	       4.3773	       6.5665	      12.2454	      1.04411	      2.71872	      5.01988	      4.53697	      9.79071	      2.01398	      2.93283	      2.27669	      3.83165	        1.927	      2.77125	     0.204614	      10.7936	      2.89431	      3.00071	      19.4695	      8.01118	     0.834336	      6.00187	      3.36454	      11.5919	      1.93987	      5.67027	      2.89662	      6.88308	      2.92115	     0.923908	      0.39766	      2.56831	      2.05712	      2.29948	      11.7665	      1.31333	      7.81202	      10.6095	      17.4771	      17.3447	      2.71095	      10.9711	      2.97301	      1.99094	       9.5606	      8.48023	      9.33177	      6.64344	      2.33493	     0.621033	      39.0201	      22.9962	      26.5668	      25.5206	      29.7926	      30.3256	      31.2774	      33.3941	      34.2908	      40.3629	      35.8693	      33.1372	      30.7395	       28.813	      36.0787	       30.526	      27.9083	      29.5997	      39.3486	      32.8774	      36.5019	      32.3442	      35.6243	      34.2941	      34.1701	      33.1742	      31.0236	       266.059
     -69.9024	      3.76204	       2.6175	       6.3819	      6.01557	      15.1973	      2.50982	      1.95063	      2.52471	      3.31667	      8.80231	      4.90769	      1.19291	      11.0451	       7.5592	      16.5388	       2.7036	     0.378721	      10.7944	       3.4387	      5.06782	      13.0594	      3.81251	     0.952434	      4.49953	      22.1307	      5.31293	      4.35433	      5.66617	      2.85772	      7.52845	     0.943872	      3.97814	      14.1962	      3.46949	      3.38623	      5.36208	      8.30478	      2.56424	      3.07561	       6.7492	       6.2357	      8.08267	      14.9283	      6.75121	      11.5119	      2.06354	      3.79538	      2.84904	      3.41381	      6.32722	      4.81647	     0.428102	      44.4695	      21.6844	      24.9303	      33.0775	      25.3687	      30.3335	       32.044	      25.8458	      34.8381	      44.6482	      35.8834	      38.2775	      32.5722	      29.8183	      34.3467	      29.2902	      25.8606	      33.9618	        37.79	      32.0238	      35.4003	      29.0451	      33.4305	      31.0144	      38.7746	      37.8192	      32.2038	       271.048
     -69.8893	      8.03807	      2.38642	      6.06935	       1.0171	      12.5065	      1.69121	      4.48181	       3.2951	      6.27527	      10.4798	      1.76323	      2.02973	      9.27206	      9.76296	     0.509329	       10.517	     0.543058	      4.00714	      4.51812	      12.7841	      6.62955	      0.50657	      1.66523	      2.41189	      13.6884	      8.52056	      1.71016	      6.39059	      2.19605	      2.91743	      5.51837	     0.241903	      11.3176	       3.1157	      1.43571	      6.61391	       14.981	      8.99769	      6.30467	      1.44124	     0.883624	      2.53166	      1.15642	      3.39067	      11.4753	      6.80116	      19.9617	      5.25457	      14.1983	      13.1381	      3.98677	     0.428761	      43.9056	      20.0105	      27.3893	      30.0044	      25.3416	      35.4595	      30.3336	      34.1668	      37.3624	      36.2578	       38.926	      34.9536	      32.5663	      37.5916	      34.5625	      28.3231	      23.9919	      33.1296	      36.0287	       36.528	       46.014	      37.8725	       40.014	      35.4973	      40.1762	      33.6816	      33.0341	       273.217
