"","Depth","Grainsize","Percentage","Class","Location","Core"
"1",0,0.01,0,"Clay","North","AC2"
"2",0,0.0114,0,"Clay","North","AC2"
"3",0,0.0129,0,"Clay","North","AC2"
"4",0,0.0147,0,"Clay","North","AC2"
"5",0,0.0167,0,"Clay","North","AC2"
"6",0,0.0189,0,"Clay","North","AC2"
"7",0,0.0215,0,"Clay","North","AC2"
"8",0,0.0244,0,"Clay","North","AC2"
"9",0,0.0278,0,"Clay","North","AC2"
"10",0,0.0315,0,"Clay","North","AC2"
"11",0,0.0358,0,"Clay","North","AC2"
"12",0,0.0407,0,"Clay","North","AC2"
"13",0,0.0463,0,"Clay","North","AC2"
"14",0,0.0526,0,"Clay","North","AC2"
"15",0,0.0597,0,"Clay","North","AC2"
"16",0,0.0679,0,"Clay","North","AC2"
"17",0,0.0771,0,"Clay","North","AC2"
"18",0,0.0876,0,"Clay","North","AC2"
"19",0,0.0995,0,"Clay","North","AC2"
"20",0,0.113,0,"Clay","North","AC2"
"21",0,0.128,0,"Clay","North","AC2"
"22",0,0.146,0,"Clay","North","AC2"
"23",0,0.166,0,"Clay","North","AC2"
"24",0,0.188,0,"Clay","North","AC2"
"25",0,0.214,0,"Clay","North","AC2"
"26",0,0.243,0,"Clay","North","AC2"
"27",0,0.276,0,"Clay","North","AC2"
"28",0,0.314,0,"Clay","North","AC2"
"29",0,0.357,0,"Clay","North","AC2"
"30",0,0.405,0,"Clay","North","AC2"
"31",0,0.46,0,"Clay","North","AC2"
"32",0,0.523,0,"Clay","North","AC2"
"33",0,0.594,0,"Clay","North","AC2"
"34",0,0.675,0,"Clay","North","AC2"
"35",0,0.767,0,"Clay","North","AC2"
"36",0,0.872,0,"Clay","North","AC2"
"37",0,0.991,0,"Clay","North","AC2"
"38",0,1.13,0,"Clay","North","AC2"
"39",0,1.28,0,"Clay","North","AC2"
"40",0,1.45,0,"Clay","North","AC2"
"41",0,1.65,0,"Clay","North","AC2"
"42",0,1.88,0,"Clay","North","AC2"
"43",0,2.13,0,"V.F. Silt","North","AC2"
"44",0,2.42,0,"V.F. Silt","North","AC2"
"45",0,2.75,0,"V.F. Silt","North","AC2"
"46",0,3.12,0,"V.F. Silt","North","AC2"
"47",0,3.55,0.0333333333333333,"V.F. Silt","North","AC2"
"48",0,4.03,0.203333333333333,"F. Silt","North","AC2"
"49",0,4.58,0.415,"F. Silt","North","AC2"
"50",0,5.21,0.636666666666667,"F. Silt","North","AC2"
"51",0,5.92,0.826666666666667,"F. Silt","North","AC2"
"52",0,6.72,0.978333333333333,"F. Silt","North","AC2"
"53",0,7.64,1.11,"F. Silt","North","AC2"
"54",0,8.68,1.23166666666667,"M. Silt","North","AC2"
"55",0,9.86,1.35,"M. Silt","North","AC2"
"56",0,11.2,1.48333333333333,"M. Silt","North","AC2"
"57",0,12.7,1.64333333333333,"M. Silt","North","AC2"
"58",0,14.5,1.83333333333333,"M. Silt","North","AC2"
"59",0,16.4,2.06,"C. Silt","North","AC2"
"60",0,18.7,2.30833333333333,"C. Silt","North","AC2"
"61",0,21.2,2.57333333333333,"C. Silt","North","AC2"
"62",0,24.1,2.83333333333333,"C. Silt","North","AC2"
"63",0,27.4,3.07666666666667,"C. Silt","North","AC2"
"64",0,31.1,3.28666666666667,"V.C. Silt","North","AC2"
"65",0,35.3,3.46,"V.C. Silt","North","AC2"
"66",0,40.1,3.595,"V.C. Silt","North","AC2"
"67",0,45.6,3.69833333333333,"V.C. Silt","North","AC2"
"68",0,51.8,3.78833333333333,"V.C. Silt","North","AC2"
"69",0,58.9,3.88666666666667,"V.C. Silt","North","AC2"
"70",0,66.9,4.00833333333333,"V.F. Sand","North","AC2"
"71",0,76,4.15166666666667,"V.F. Sand","North","AC2"
"72",0,86.4,4.315,"V.F. Sand","North","AC2"
"73",0,98.1,4.47166666666667,"V.F. Sand","North","AC2"
"74",0,111,4.58,"V.F. Sand","North","AC2"
"75",0,127,4.60333333333333,"F. Sand","North","AC2"
"76",0,144,4.5,"F. Sand","North","AC2"
"77",0,163,4.25666666666667,"F. Sand","North","AC2"
"78",0,186,3.87,"F. Sand","North","AC2"
"79",0,211,3.35666666666667,"F. Sand","North","AC2"
"80",0,240,2.76666666666667,"F. Sand","North","AC2"
"81",0,272,2.15333333333333,"Sand","North","AC2"
"82",0,310,1.57833333333333,"Sand","North","AC2"
"83",0,352,1.095,"Sand","North","AC2"
"84",0,400,0.731666666666667,"Sand","North","AC2"
"85",0,454,0.505,"Sand","North","AC2"
"86",0,516,0.393333333333333,"C. Sand","North","AC2"
"87",0,586,0.365,"C. Sand","North","AC2"
"88",0,666,0.373333333333333,"C. Sand","North","AC2"
"89",0,756,0.381666666666667,"C. Sand","North","AC2"
"90",0,859,0.368333333333333,"C. Sand","North","AC2"
"91",0,976,0.316666666666667,"C. Sand","North","AC2"
"92",0,1110,0.243333333333333,"V.C. Sand","North","AC2"
"93",0,1260,0.15,"V.C. Sand","North","AC2"
"94",0,1430,0.0866666666666667,"V.C. Sand","North","AC2"
"95",0,1630,0.0433333333333333,"V.C. Sand","North","AC2"
"96",0,1850,0.0216666666666667,"V.C. Sand","North","AC2"
"97",0,2100,0.00166666666666667,"V.F. Gravel","North","AC2"
"98",0,2390,0,"V.F. Gravel","North","AC2"
"99",0,2710,0,"V.F. Gravel","North","AC2"
"100",0,3080,0,"V.F. Gravel","North","AC2"
"101",0,3500,0,"V.F. Gravel","North","AC2"
"102",1,0.01,0,"Clay","North","AC2"
"103",1,0.0114,0,"Clay","North","AC2"
"104",1,0.0129,0,"Clay","North","AC2"
"105",1,0.0147,0,"Clay","North","AC2"
"106",1,0.0167,0,"Clay","North","AC2"
"107",1,0.0189,0,"Clay","North","AC2"
"108",1,0.0215,0,"Clay","North","AC2"
"109",1,0.0244,0,"Clay","North","AC2"
"110",1,0.0278,0,"Clay","North","AC2"
"111",1,0.0315,0,"Clay","North","AC2"
"112",1,0.0358,0,"Clay","North","AC2"
"113",1,0.0407,0,"Clay","North","AC2"
"114",1,0.0463,0,"Clay","North","AC2"
"115",1,0.0526,0,"Clay","North","AC2"
"116",1,0.0597,0,"Clay","North","AC2"
"117",1,0.0679,0,"Clay","North","AC2"
"118",1,0.0771,0,"Clay","North","AC2"
"119",1,0.0876,0,"Clay","North","AC2"
"120",1,0.0995,0,"Clay","North","AC2"
"121",1,0.113,0,"Clay","North","AC2"
"122",1,0.128,0,"Clay","North","AC2"
"123",1,0.146,0,"Clay","North","AC2"
"124",1,0.166,0,"Clay","North","AC2"
"125",1,0.188,0,"Clay","North","AC2"
"126",1,0.214,0,"Clay","North","AC2"
"127",1,0.243,0,"Clay","North","AC2"
"128",1,0.276,0,"Clay","North","AC2"
"129",1,0.314,0,"Clay","North","AC2"
"130",1,0.357,0,"Clay","North","AC2"
"131",1,0.405,0,"Clay","North","AC2"
"132",1,0.46,0,"Clay","North","AC2"
"133",1,0.523,0,"Clay","North","AC2"
"134",1,0.594,0,"Clay","North","AC2"
"135",1,0.675,0,"Clay","North","AC2"
"136",1,0.767,0,"Clay","North","AC2"
"137",1,0.872,0,"Clay","North","AC2"
"138",1,0.991,0,"Clay","North","AC2"
"139",1,1.13,0,"Clay","North","AC2"
"140",1,1.28,0,"Clay","North","AC2"
"141",1,1.45,0,"Clay","North","AC2"
"142",1,1.65,0,"Clay","North","AC2"
"143",1,1.88,0,"Clay","North","AC2"
"144",1,2.13,0,"V.F. Silt","North","AC2"
"145",1,2.42,0,"V.F. Silt","North","AC2"
"146",1,2.75,0,"V.F. Silt","North","AC2"
"147",1,3.12,0,"V.F. Silt","North","AC2"
"148",1,3.55,0.111111111111111,"V.F. Silt","North","AC2"
"149",1,4.03,0.312222222222222,"F. Silt","North","AC2"
"150",1,4.58,0.588888888888889,"F. Silt","North","AC2"
"151",1,5.21,0.866666666666667,"F. Silt","North","AC2"
"152",1,5.92,1.09555555555556,"F. Silt","North","AC2"
"153",1,6.72,1.27111111111111,"F. Silt","North","AC2"
"154",1,7.64,1.42,"F. Silt","North","AC2"
"155",1,8.68,1.54888888888889,"M. Silt","North","AC2"
"156",1,9.86,1.67555555555556,"M. Silt","North","AC2"
"157",1,11.2,1.81777777777778,"M. Silt","North","AC2"
"158",1,12.7,1.99222222222222,"M. Silt","North","AC2"
"159",1,14.5,2.20333333333333,"M. Silt","North","AC2"
"160",1,16.4,2.44888888888889,"C. Silt","North","AC2"
"161",1,18.7,2.72333333333333,"C. Silt","North","AC2"
"162",1,21.2,3.00666666666667,"C. Silt","North","AC2"
"163",1,24.1,3.28666666666667,"C. Silt","North","AC2"
"164",1,27.4,3.53555555555556,"C. Silt","North","AC2"
"165",1,31.1,3.74111111111111,"V.C. Silt","North","AC2"
"166",1,35.3,3.88777777777778,"V.C. Silt","North","AC2"
"167",1,40.1,3.97666666666667,"V.C. Silt","North","AC2"
"168",1,45.6,4.01444444444444,"V.C. Silt","North","AC2"
"169",1,51.8,4.00888888888889,"V.C. Silt","North","AC2"
"170",1,58.9,3.98555555555556,"V.C. Silt","North","AC2"
"171",1,66.9,3.95666666666667,"V.F. Sand","North","AC2"
"172",1,76,3.93777777777778,"V.F. Sand","North","AC2"
"173",1,86.4,3.92777777777778,"V.F. Sand","North","AC2"
"174",1,98.1,3.91888888888889,"V.F. Sand","North","AC2"
"175",1,111,3.89,"V.F. Sand","North","AC2"
"176",1,127,3.82333333333333,"F. Sand","North","AC2"
"177",1,144,3.69,"F. Sand","North","AC2"
"178",1,163,3.48444444444444,"F. Sand","North","AC2"
"179",1,186,3.19888888888889,"F. Sand","North","AC2"
"180",1,211,2.84111111111111,"F. Sand","North","AC2"
"181",1,240,2.43444444444444,"F. Sand","North","AC2"
"182",1,272,2.00888888888889,"Sand","North","AC2"
"183",1,310,1.59666666666667,"Sand","North","AC2"
"184",1,352,1.22,"Sand","North","AC2"
"185",1,400,0.902222222222222,"Sand","North","AC2"
"186",1,454,0.638888888888889,"Sand","North","AC2"
"187",1,516,0.427777777777778,"C. Sand","North","AC2"
"188",1,586,0.25,"C. Sand","North","AC2"
"189",1,666,0.13,"C. Sand","North","AC2"
"190",1,756,0.08,"C. Sand","North","AC2"
"191",1,859,0.0533333333333333,"C. Sand","North","AC2"
"192",1,976,0.0355555555555556,"C. Sand","North","AC2"
"193",1,1110,0.02,"V.C. Sand","North","AC2"
"194",1,1260,0.0111111111111111,"V.C. Sand","North","AC2"
"195",1,1430,0,"V.C. Sand","North","AC2"
"196",1,1630,0,"V.C. Sand","North","AC2"
"197",1,1850,0,"V.C. Sand","North","AC2"
"198",1,2100,0,"V.F. Gravel","North","AC2"
"199",1,2390,0,"V.F. Gravel","North","AC2"
"200",1,2710,0,"V.F. Gravel","North","AC2"
"201",1,3080,0,"V.F. Gravel","North","AC2"
"202",1,3500,0,"V.F. Gravel","North","AC2"
"203",2,0.01,0,"Clay","North","AC2"
"204",2,0.0114,0,"Clay","North","AC2"
"205",2,0.0129,0,"Clay","North","AC2"
"206",2,0.0147,0,"Clay","North","AC2"
"207",2,0.0167,0,"Clay","North","AC2"
"208",2,0.0189,0,"Clay","North","AC2"
"209",2,0.0215,0,"Clay","North","AC2"
"210",2,0.0244,0,"Clay","North","AC2"
"211",2,0.0278,0,"Clay","North","AC2"
"212",2,0.0315,0,"Clay","North","AC2"
"213",2,0.0358,0,"Clay","North","AC2"
"214",2,0.0407,0,"Clay","North","AC2"
"215",2,0.0463,0,"Clay","North","AC2"
"216",2,0.0526,0,"Clay","North","AC2"
"217",2,0.0597,0,"Clay","North","AC2"
"218",2,0.0679,0,"Clay","North","AC2"
"219",2,0.0771,0,"Clay","North","AC2"
"220",2,0.0876,0,"Clay","North","AC2"
"221",2,0.0995,0,"Clay","North","AC2"
"222",2,0.113,0,"Clay","North","AC2"
"223",2,0.128,0,"Clay","North","AC2"
"224",2,0.146,0,"Clay","North","AC2"
"225",2,0.166,0,"Clay","North","AC2"
"226",2,0.188,0,"Clay","North","AC2"
"227",2,0.214,0,"Clay","North","AC2"
"228",2,0.243,0,"Clay","North","AC2"
"229",2,0.276,0,"Clay","North","AC2"
"230",2,0.314,0,"Clay","North","AC2"
"231",2,0.357,0,"Clay","North","AC2"
"232",2,0.405,0,"Clay","North","AC2"
"233",2,0.46,0,"Clay","North","AC2"
"234",2,0.523,0,"Clay","North","AC2"
"235",2,0.594,0,"Clay","North","AC2"
"236",2,0.675,0,"Clay","North","AC2"
"237",2,0.767,0,"Clay","North","AC2"
"238",2,0.872,0,"Clay","North","AC2"
"239",2,0.991,0,"Clay","North","AC2"
"240",2,1.13,0,"Clay","North","AC2"
"241",2,1.28,0,"Clay","North","AC2"
"242",2,1.45,0,"Clay","North","AC2"
"243",2,1.65,0,"Clay","North","AC2"
"244",2,1.88,0,"Clay","North","AC2"
"245",2,2.13,0,"V.F. Silt","North","AC2"
"246",2,2.42,0,"V.F. Silt","North","AC2"
"247",2,2.75,0,"V.F. Silt","North","AC2"
"248",2,3.12,0,"V.F. Silt","North","AC2"
"249",2,3.55,0.133333333333333,"V.F. Silt","North","AC2"
"250",2,4.03,0.345,"F. Silt","North","AC2"
"251",2,4.58,0.62,"F. Silt","North","AC2"
"252",2,5.21,0.893333333333333,"F. Silt","North","AC2"
"253",2,5.92,1.11833333333333,"F. Silt","North","AC2"
"254",2,6.72,1.28833333333333,"F. Silt","North","AC2"
"255",2,7.64,1.42833333333333,"F. Silt","North","AC2"
"256",2,8.68,1.55166666666667,"M. Silt","North","AC2"
"257",2,9.86,1.66666666666667,"M. Silt","North","AC2"
"258",2,11.2,1.80333333333333,"M. Silt","North","AC2"
"259",2,12.7,1.97,"M. Silt","North","AC2"
"260",2,14.5,2.17333333333333,"M. Silt","North","AC2"
"261",2,16.4,2.415,"C. Silt","North","AC2"
"262",2,18.7,2.68333333333333,"C. Silt","North","AC2"
"263",2,21.2,2.96833333333333,"C. Silt","North","AC2"
"264",2,24.1,3.24833333333333,"C. Silt","North","AC2"
"265",2,27.4,3.51166666666667,"C. Silt","North","AC2"
"266",2,31.1,3.73333333333333,"V.C. Silt","North","AC2"
"267",2,35.3,3.90666666666667,"V.C. Silt","North","AC2"
"268",2,40.1,4.02333333333333,"V.C. Silt","North","AC2"
"269",2,45.6,4.08666666666667,"V.C. Silt","North","AC2"
"270",2,51.8,4.10833333333333,"V.C. Silt","North","AC2"
"271",2,58.9,4.095,"V.C. Silt","North","AC2"
"272",2,66.9,4.075,"V.F. Sand","North","AC2"
"273",2,76,4.045,"V.F. Sand","North","AC2"
"274",2,86.4,4.01666666666667,"V.F. Sand","North","AC2"
"275",2,98.1,3.97833333333333,"V.F. Sand","North","AC2"
"276",2,111,3.92166666666667,"V.F. Sand","North","AC2"
"277",2,127,3.82,"F. Sand","North","AC2"
"278",2,144,3.66333333333333,"F. Sand","North","AC2"
"279",2,163,3.435,"F. Sand","North","AC2"
"280",2,186,3.12833333333333,"F. Sand","North","AC2"
"281",2,211,2.765,"F. Sand","North","AC2"
"282",2,240,2.35166666666667,"F. Sand","North","AC2"
"283",2,272,1.91833333333333,"Sand","North","AC2"
"284",2,310,1.5,"Sand","North","AC2"
"285",2,352,1.12833333333333,"Sand","North","AC2"
"286",2,400,0.818333333333333,"Sand","North","AC2"
"287",2,454,0.578333333333333,"Sand","North","AC2"
"288",2,516,0.403333333333333,"C. Sand","North","AC2"
"289",2,586,0.266666666666667,"C. Sand","North","AC2"
"290",2,666,0.175,"C. Sand","North","AC2"
"291",2,756,0.12,"C. Sand","North","AC2"
"292",2,859,0.08,"C. Sand","North","AC2"
"293",2,976,0.0383333333333333,"C. Sand","North","AC2"
"294",2,1110,0,"V.C. Sand","North","AC2"
"295",2,1260,0,"V.C. Sand","North","AC2"
"296",2,1430,0,"V.C. Sand","North","AC2"
"297",2,1630,0,"V.C. Sand","North","AC2"
"298",2,1850,0,"V.C. Sand","North","AC2"
"299",2,2100,0,"V.F. Gravel","North","AC2"
"300",2,2390,0,"V.F. Gravel","North","AC2"
"301",2,2710,0,"V.F. Gravel","North","AC2"
"302",2,3080,0,"V.F. Gravel","North","AC2"
"303",2,3500,0,"V.F. Gravel","North","AC2"
"304",3,0.01,0,"Clay","North","AC2"
"305",3,0.0114,0,"Clay","North","AC2"
"306",3,0.0129,0,"Clay","North","AC2"
"307",3,0.0147,0,"Clay","North","AC2"
"308",3,0.0167,0,"Clay","North","AC2"
"309",3,0.0189,0,"Clay","North","AC2"
"310",3,0.0215,0,"Clay","North","AC2"
"311",3,0.0244,0,"Clay","North","AC2"
"312",3,0.0278,0,"Clay","North","AC2"
"313",3,0.0315,0,"Clay","North","AC2"
"314",3,0.0358,0,"Clay","North","AC2"
"315",3,0.0407,0,"Clay","North","AC2"
"316",3,0.0463,0,"Clay","North","AC2"
"317",3,0.0526,0,"Clay","North","AC2"
"318",3,0.0597,0,"Clay","North","AC2"
"319",3,0.0679,0,"Clay","North","AC2"
"320",3,0.0771,0,"Clay","North","AC2"
"321",3,0.0876,0,"Clay","North","AC2"
"322",3,0.0995,0,"Clay","North","AC2"
"323",3,0.113,0,"Clay","North","AC2"
"324",3,0.128,0,"Clay","North","AC2"
"325",3,0.146,0,"Clay","North","AC2"
"326",3,0.166,0,"Clay","North","AC2"
"327",3,0.188,0,"Clay","North","AC2"
"328",3,0.214,0,"Clay","North","AC2"
"329",3,0.243,0,"Clay","North","AC2"
"330",3,0.276,0,"Clay","North","AC2"
"331",3,0.314,0,"Clay","North","AC2"
"332",3,0.357,0,"Clay","North","AC2"
"333",3,0.405,0,"Clay","North","AC2"
"334",3,0.46,0,"Clay","North","AC2"
"335",3,0.523,0,"Clay","North","AC2"
"336",3,0.594,0,"Clay","North","AC2"
"337",3,0.675,0,"Clay","North","AC2"
"338",3,0.767,0,"Clay","North","AC2"
"339",3,0.872,0,"Clay","North","AC2"
"340",3,0.991,0,"Clay","North","AC2"
"341",3,1.13,0,"Clay","North","AC2"
"342",3,1.28,0,"Clay","North","AC2"
"343",3,1.45,0,"Clay","North","AC2"
"344",3,1.65,0,"Clay","North","AC2"
"345",3,1.88,0,"Clay","North","AC2"
"346",3,2.13,0,"V.F. Silt","North","AC2"
"347",3,2.42,0,"V.F. Silt","North","AC2"
"348",3,2.75,0,"V.F. Silt","North","AC2"
"349",3,3.12,0.0333333333333333,"V.F. Silt","North","AC2"
"350",3,3.55,0.196666666666667,"V.F. Silt","North","AC2"
"351",3,4.03,0.448888888888889,"F. Silt","North","AC2"
"352",3,4.58,0.764444444444444,"F. Silt","North","AC2"
"353",3,5.21,1.07,"F. Silt","North","AC2"
"354",3,5.92,1.31333333333333,"F. Silt","North","AC2"
"355",3,6.72,1.49222222222222,"F. Silt","North","AC2"
"356",3,7.64,1.64,"F. Silt","North","AC2"
"357",3,8.68,1.76666666666667,"M. Silt","North","AC2"
"358",3,9.86,1.88777777777778,"M. Silt","North","AC2"
"359",3,11.2,2.02666666666667,"M. Silt","North","AC2"
"360",3,12.7,2.19888888888889,"M. Silt","North","AC2"
"361",3,14.5,2.40333333333333,"M. Silt","North","AC2"
"362",3,16.4,2.64333333333333,"C. Silt","North","AC2"
"363",3,18.7,2.90111111111111,"C. Silt","North","AC2"
"364",3,21.2,3.17222222222222,"C. Silt","North","AC2"
"365",3,24.1,3.43333333333333,"C. Silt","North","AC2"
"366",3,27.4,3.66777777777778,"C. Silt","North","AC2"
"367",3,31.1,3.86222222222222,"V.C. Silt","North","AC2"
"368",3,35.3,4.00444444444444,"V.C. Silt","North","AC2"
"369",3,40.1,4.09777777777778,"V.C. Silt","North","AC2"
"370",3,45.6,4.14222222222222,"V.C. Silt","North","AC2"
"371",3,51.8,4.15111111111111,"V.C. Silt","North","AC2"
"372",3,58.9,4.12888888888889,"V.C. Silt","North","AC2"
"373",3,66.9,4.09,"V.F. Sand","North","AC2"
"374",3,76,4.03555555555556,"V.F. Sand","North","AC2"
"375",3,86.4,3.96111111111111,"V.F. Sand","North","AC2"
"376",3,98.1,3.86222222222222,"V.F. Sand","North","AC2"
"377",3,111,3.71888888888889,"V.F. Sand","North","AC2"
"378",3,127,3.52444444444444,"F. Sand","North","AC2"
"379",3,144,3.26777777777778,"F. Sand","North","AC2"
"380",3,163,2.95111111111111,"F. Sand","North","AC2"
"381",3,186,2.58666666666667,"F. Sand","North","AC2"
"382",3,211,2.19555555555556,"F. Sand","North","AC2"
"383",3,240,1.80222222222222,"F. Sand","North","AC2"
"384",3,272,1.43666666666667,"Sand","North","AC2"
"385",3,310,1.11888888888889,"Sand","North","AC2"
"386",3,352,0.871111111111111,"Sand","North","AC2"
"387",3,400,0.688888888888889,"Sand","North","AC2"
"388",3,454,0.563333333333333,"Sand","North","AC2"
"389",3,516,0.474444444444444,"C. Sand","North","AC2"
"390",3,586,0.401111111111111,"C. Sand","North","AC2"
"391",3,666,0.322222222222222,"C. Sand","North","AC2"
"392",3,756,0.237777777777778,"C. Sand","North","AC2"
"393",3,859,0.16,"C. Sand","North","AC2"
"394",3,976,0.106666666666667,"C. Sand","North","AC2"
"395",3,1110,0.0622222222222222,"V.C. Sand","North","AC2"
"396",3,1260,0.03,"V.C. Sand","North","AC2"
"397",3,1430,0.0255555555555556,"V.C. Sand","North","AC2"
"398",3,1630,0.0211111111111111,"V.C. Sand","North","AC2"
"399",3,1850,0.0166666666666667,"V.C. Sand","North","AC2"
"400",3,2100,0.0133333333333333,"V.F. Gravel","North","AC2"
"401",3,2390,0.00888888888888889,"V.F. Gravel","North","AC2"
"402",3,2710,0,"V.F. Gravel","North","AC2"
"403",3,3080,0,"V.F. Gravel","North","AC2"
"404",3,3500,0,"V.F. Gravel","North","AC2"
"405",4,0.01,0,"Clay","North","AC2"
"406",4,0.0114,0,"Clay","North","AC2"
"407",4,0.0129,0,"Clay","North","AC2"
"408",4,0.0147,0,"Clay","North","AC2"
"409",4,0.0167,0,"Clay","North","AC2"
"410",4,0.0189,0,"Clay","North","AC2"
"411",4,0.0215,0,"Clay","North","AC2"
"412",4,0.0244,0,"Clay","North","AC2"
"413",4,0.0278,0,"Clay","North","AC2"
"414",4,0.0315,0,"Clay","North","AC2"
"415",4,0.0358,0,"Clay","North","AC2"
"416",4,0.0407,0,"Clay","North","AC2"
"417",4,0.0463,0,"Clay","North","AC2"
"418",4,0.0526,0,"Clay","North","AC2"
"419",4,0.0597,0,"Clay","North","AC2"
"420",4,0.0679,0,"Clay","North","AC2"
"421",4,0.0771,0,"Clay","North","AC2"
"422",4,0.0876,0,"Clay","North","AC2"
"423",4,0.0995,0,"Clay","North","AC2"
"424",4,0.113,0,"Clay","North","AC2"
"425",4,0.128,0,"Clay","North","AC2"
"426",4,0.146,0,"Clay","North","AC2"
"427",4,0.166,0,"Clay","North","AC2"
"428",4,0.188,0,"Clay","North","AC2"
"429",4,0.214,0,"Clay","North","AC2"
"430",4,0.243,0,"Clay","North","AC2"
"431",4,0.276,0,"Clay","North","AC2"
"432",4,0.314,0,"Clay","North","AC2"
"433",4,0.357,0,"Clay","North","AC2"
"434",4,0.405,0,"Clay","North","AC2"
"435",4,0.46,0,"Clay","North","AC2"
"436",4,0.523,0,"Clay","North","AC2"
"437",4,0.594,0,"Clay","North","AC2"
"438",4,0.675,0,"Clay","North","AC2"
"439",4,0.767,0,"Clay","North","AC2"
"440",4,0.872,0,"Clay","North","AC2"
"441",4,0.991,0,"Clay","North","AC2"
"442",4,1.13,0,"Clay","North","AC2"
"443",4,1.28,0,"Clay","North","AC2"
"444",4,1.45,0,"Clay","North","AC2"
"445",4,1.65,0,"Clay","North","AC2"
"446",4,1.88,0,"Clay","North","AC2"
"447",4,2.13,0,"V.F. Silt","North","AC2"
"448",4,2.42,0,"V.F. Silt","North","AC2"
"449",4,2.75,0,"V.F. Silt","North","AC2"
"450",4,3.12,0.00777777777777778,"V.F. Silt","North","AC2"
"451",4,3.55,0.168888888888889,"V.F. Silt","North","AC2"
"452",4,4.03,0.403333333333333,"F. Silt","North","AC2"
"453",4,4.58,0.701111111111111,"F. Silt","North","AC2"
"454",4,5.21,0.994444444444444,"F. Silt","North","AC2"
"455",4,5.92,1.22777777777778,"F. Silt","North","AC2"
"456",4,6.72,1.40444444444444,"F. Silt","North","AC2"
"457",4,7.64,1.54888888888889,"F. Silt","North","AC2"
"458",4,8.68,1.67444444444444,"M. Silt","North","AC2"
"459",4,9.86,1.79333333333333,"M. Silt","North","AC2"
"460",4,11.2,1.93222222222222,"M. Silt","North","AC2"
"461",4,12.7,2.10444444444444,"M. Silt","North","AC2"
"462",4,14.5,2.31555555555556,"M. Silt","North","AC2"
"463",4,16.4,2.56111111111111,"C. Silt","North","AC2"
"464",4,18.7,2.83444444444444,"C. Silt","North","AC2"
"465",4,21.2,3.12222222222222,"C. Silt","North","AC2"
"466",4,24.1,3.41,"C. Silt","North","AC2"
"467",4,27.4,3.67444444444444,"C. Silt","North","AC2"
"468",4,31.1,3.9,"V.C. Silt","North","AC2"
"469",4,35.3,4.08,"V.C. Silt","North","AC2"
"470",4,40.1,4.20888888888889,"V.C. Silt","North","AC2"
"471",4,45.6,4.28666666666667,"V.C. Silt","North","AC2"
"472",4,51.8,4.32333333333333,"V.C. Silt","North","AC2"
"473",4,58.9,4.33,"V.C. Silt","North","AC2"
"474",4,66.9,4.31555555555556,"V.F. Sand","North","AC2"
"475",4,76,4.28222222222222,"V.F. Sand","North","AC2"
"476",4,86.4,4.22555555555556,"V.F. Sand","North","AC2"
"477",4,98.1,4.13222222222222,"V.F. Sand","North","AC2"
"478",4,111,3.98555555555556,"V.F. Sand","North","AC2"
"479",4,127,3.76555555555556,"F. Sand","North","AC2"
"480",4,144,3.47,"F. Sand","North","AC2"
"481",4,163,3.09555555555556,"F. Sand","North","AC2"
"482",4,186,2.66333333333333,"F. Sand","North","AC2"
"483",4,211,2.19222222222222,"F. Sand","North","AC2"
"484",4,240,1.71555555555556,"F. Sand","North","AC2"
"485",4,272,1.27222222222222,"Sand","North","AC2"
"486",4,310,0.895555555555556,"Sand","North","AC2"
"487",4,352,0.6,"Sand","North","AC2"
"488",4,400,0.402222222222222,"Sand","North","AC2"
"489",4,454,0.292222222222222,"Sand","North","AC2"
"490",4,516,0.245555555555556,"C. Sand","North","AC2"
"491",4,586,0.238888888888889,"C. Sand","North","AC2"
"492",4,666,0.241111111111111,"C. Sand","North","AC2"
"493",4,756,0.23,"C. Sand","North","AC2"
"494",4,859,0.207777777777778,"C. Sand","North","AC2"
"495",4,976,0.17,"C. Sand","North","AC2"
"496",4,1110,0.122222222222222,"V.C. Sand","North","AC2"
"497",4,1260,0.0844444444444444,"V.C. Sand","North","AC2"
"498",4,1430,0.0522222222222222,"V.C. Sand","North","AC2"
"499",4,1630,0.0377777777777778,"V.C. Sand","North","AC2"
"500",4,1850,0.0211111111111111,"V.C. Sand","North","AC2"
"501",4,2100,0.0155555555555556,"V.F. Gravel","North","AC2"
"502",4,2390,0.01,"V.F. Gravel","North","AC2"
"503",4,2710,0.00666666666666667,"V.F. Gravel","North","AC2"
"504",4,3080,0,"V.F. Gravel","North","AC2"
"505",4,3500,0,"V.F. Gravel","North","AC2"
"506",6,0.01,0,"Clay","North","AC2"
"507",6,0.0114,0,"Clay","North","AC2"
"508",6,0.0129,0,"Clay","North","AC2"
"509",6,0.0147,0,"Clay","North","AC2"
"510",6,0.0167,0,"Clay","North","AC2"
"511",6,0.0189,0,"Clay","North","AC2"
"512",6,0.0215,0,"Clay","North","AC2"
"513",6,0.0244,0,"Clay","North","AC2"
"514",6,0.0278,0,"Clay","North","AC2"
"515",6,0.0315,0,"Clay","North","AC2"
"516",6,0.0358,0,"Clay","North","AC2"
"517",6,0.0407,0,"Clay","North","AC2"
"518",6,0.0463,0,"Clay","North","AC2"
"519",6,0.0526,0,"Clay","North","AC2"
"520",6,0.0597,0,"Clay","North","AC2"
