"location","depth.cm","%N","d15N.permil","%C.total","d13C.total","%C.organic","d13C.organic","P.pct.inorg","P.pct.total","P.pct.org","SiO2.mg","SiO2.prct","water.percent","bulk.density.gcm3","median.grainsize.um","mean.phi","sd.phi","skewness.phi","kurtosis.phi","thickness.cm","accretion.rate.cmyr","year.mean","end.pb","below_pb_LOD","N.P.ratio","C.N.ratio","Si.P.ratio","Si.N.ratio","C.P.ratio","P.total.pct.e2","accretion.rate.gcm2yr","outlier"
"Middle",44,0.230838403185303,4.98400462526423,2.65330098026693,-18.9619669802148,2.92003515819515,-18.9653939966786,0.00685414,0.016741645,0.009887505,207.660111466667,6.84244609919175,44.67,0.72,46.9,5.545,3.384,0.243,1.025,2,0.151515151515151,1753.8,38,TRUE,13.7882748789204,12.6496939759678,408.708110773568,29.6417147440543,174.417457674867,1.6741645,0.109090909090909,FALSE
"Middle",46,0.189165349531879,3.815,2.40913549444374,-20.13,2.37387445607686,-19.86,0.005552979,0.012088794,0.006535815,138.7241192,4.40965569263035,42.63,0.77,22.6,5.907,3.305,0.07,0.547,2,0.155038759689924,1740.9,38,TRUE,15.6479918122419,12.5492034453001,364.772176002863,23.3111175146123,196.369832762214,1.2088794,0.119379844961242,FALSE
"Middle",48,0.12945971115971,4.14316508924388,1.96545558205644,-20.7612424432863,1.93108270971693,-20.6996360991078,0.002452631,0.004377091,0.001924461,62.3049626666667,2.00875302284835,28.8,1.21,196.9,3.414,3.078,0.526,0.89,2,0.151515151515151,1727.7,38,TRUE,29.5766551711422,14.9164762721788,458.924208532186,15.516433683142,441.179475070755,0.4377091,0.183333333333333,FALSE
"Middle",50,0.0561024711080408,0.015,1.30732332608936,-22.845,1.63349702765573,-23.13,4.9048e-06,NA,-0.000489713,12.5306853333333,0.411979465702238,18.8,1.23,242.1,2.833,2.913,0.511,1.025,2,0.152671755725189,1714.6,38,TRUE,NA,29.1163115526583,NA,7.34333902884345,NA,NA,0.187786259541983,NA
"Middle",52,0.124695633727915,3.1465369464658,2.55968154425775,-23.202759727927,2.39914642099595,-23.0281257141481,0.004834339,0.007953108,0.003118769,14.1596544,0.4554751270946,21.15,NA,74,4.327,2.932,-0.036,1.019,2,NA,NA,38,TRUE,15.6788558294336,19.2400194719799,57.2700794575655,3.65269507421923,301.661491456667,0.7953108,NA,FALSE
"South",10,0.578313555706806,8.39158343929346,6.81506981002094,-21.7737162682354,7.54358080553599,-22.9064816408236,0.015738945,0.037141547,0.021402602,305.695651466667,10.3373517409433,67.68,NA,54.8,4.24,2.231,0.152,1.357,NA,NA,NA,42,FALSE,15.5705295664396,13.0441016488302,278.323133415615,17.8749946961025,203.103570390754,3.7141547,NA,FALSE
"South",11,0.426905515987662,8.14392517933663,4.84618109547827,-20.7097601107787,4.80551353023724,-20.4440863098592,0.012539343,0.024584566,0.012045223,279.394129466667,9.1772220332743,62.37,0.45,36.3,4.973,2.266,0.214,1.341,NA,NA,NA,42,FALSE,17.3647773968295,11.2566208452929,373.292009030149,21.4970800085411,195.468715219022,2.4584566,NA,FALSE
"South",12,0.400704674914519,7.61666666666667,4.6779840943516,-20.62,4.63988129208994,-20.64,0.04873971,0.0203757,-0.02836401,253.254122533333,8.34134728472071,59.59,0.4,41.6,4.584,2.186,0.149,1.255,2,NA,1965.8,42,FALSE,19.6658114771281,11.5793041173771,409.377213284486,20.8166957036379,227.716411808671,2.03757,NA,FALSE
"South",13,0.383982729441544,7.62,5.42996348331784,-20.722,4.51723399700278,-20.71,0.010987877,0.026087467,0.015099589,275.181620266667,9.06555498248408,58.45,0.4,38.8,4.846,2.253,0.205,1.312,1,0.169491525423733,1959.9,42,FALSE,14.7190499346504,11.7641592984469,347.506140879223,23.6092779372364,173.157248153022,2.6087467,0.0677966101694931,FALSE
"South",14,0.357134097980341,8.22408391301573,4.25121110396512,-20.4965731212436,4.23051342496087,-20.3697238914821,0.014772569,0.025601701,0.010829132,268.7943152,8.52517962045917,68.1,0.47,44.8,5.189,2.847,0.29,1.134,1,0.135135135135133,1952.5,42,FALSE,13.9496238152434,11.8457281141319,332.992703119967,23.8710883913651,165.243451009793,2.5601701,0.0635135135135127,FALSE
"South",16,0.348998698220902,7.75,4.15537085244914,-20.35,4.17938284164124,-20.46,0.011441211,0.031744737,0.020303526,258.628679066667,8.48599330667347,55.74,0.46,34.6,5.89,3.041,0.341,1.239,2,0.149253731343283,1939.1,42,FALSE,10.9939073749738,11.9753536702187,267.319691660179,24.3152577643776,131.655929032937,3.1744737,0.06865671641791,FALSE
"South",18,0.340777368695055,8.20038740920808,3.99948512712209,-20.3343322829174,4.06249135531235,-20.5410866047734,0.016835122,0.026659482,0.009824359,237.8254784,8.07929672241459,56.58,0.5,25.6,6.11,2.97,0.254,0.843,2,0.142857142857143,1925.1,42,FALSE,12.782595276797,11.9212475020537,303.055277758757,23.7084309716716,152.38448201328,2.6659482,0.0714285714285714,FALSE
"South",20,0.280303770225505,7.13333333333333,3.41283192410473,-20.3233333333333,3.34122309682391,-20.35,0.011502233,0.021714032,0.0102118,231.176224533333,7.56789146495809,53.24,0.52,32,5.894,3.123,0.266,1.203,2,0.13986013986014,1910.8,42,FALSE,12.9088770904227,11.9200076907131,348.525389709202,26.998892875646,153.873914196309,2.1714032,0.072727272727273,FALSE
"South",22,0.260624812304285,7.61400578430585,3.13852244729651,-19.5950815766812,3.13958005030736,-20.3522421201631,0.015832805,0.019563524,0.003730719,238.912726133333,7.46173729843831,53.45,0.54,24.6,6.202,2.933,0.248,0.765,2,0.162601626016261,1898.5,42,FALSE,13.3219767718886,12.0463589884214,381.410695661902,28.6301877110863,160.481314629581,1.9563524,0.0878048780487808,FALSE
"South",24,0.247075120636206,6.65333333333333,2.9724173994274,-19.46,2.89535364676686,-19.7,0.01166854,0.022979276,0.011310736,259.473504,8.28784732625587,53.04,0.56,36,5.843,2.989,0.355,1.217,2,0.173913043478261,1887,42,FALSE,10.7520846451475,11.7185155644626,360.666163992977,33.543835999817,125.99847126458,2.2979276,0.0973913043478261,FALSE
"South",26,0.250618304537487,7.09695278030895,2.94839667756677,-19.6588756639629,2.90392616659826,-19.7118926006135,0.013315038,0.023079048,0.00976401,259.7474688,8.2843487624424,52.56,0.49,31,5.919,3.082,0.282,1.163,2,0.162601626016261,1874.7,42,FALSE,10.8591266215784,11.587047370532,358.955393759847,33.0556412379019,125.825214566834,2.3079048,0.0796747967479678,FALSE
