"location","depth.cm","%N","d15N.permil","%C.total","d13C.total","%C.organic","d13C.organic","P.pct.inorg","P.pct.total","P.pct.org","SiO2.mg","SiO2.prct","water.percent","bulk.density.gcm3","median.grainsize.um","clay.pct","gravel.pct","sand.pct","year.min","year.max","year.median","year.mean","end.pb","cs.peak","n.years","n.cm","accretion.rate.cmyr","century","N.P.ratio","C.N.ratio","Si.P.ratio","P.total.pct.e2","N.storage","median.grainsize.phi","accretion.rate.gcm2yr"
"South",14,0.238636408138961,7.225,2.98714753216034,-19.49,2.90881345547625,-19.815,0.01166854,0.022979276,0.011310736,259.473504,8.28784732625587,53.04,0.56,36,66.9822222222222,0,33.0088888888889,1858.8,1911.9,1887.2,1886.9,NA,NA,5.89999999999986,1,0.169491525423733,"1900",10.3848532102996,12.5175682765929,360.666163992977,2.2979276,0.0320727332538763,5.16992500144231,0.0949152542372903
"South",16,0.276912845545268,7.075,3.44126196324051,-20.205,3.71957843157183,-20.3,0.013315038,0.023079048,0.00976401,259.7474688,8.2843487624424,52.56,0.49,31,68.3622222222222,0,31.6411111111111,1843.1,1901.4,1874.6,1874.1,NA,NA,6.60000000000014,1,0.151515151515148,"1900",11.9984518228511,12.4272384564332,358.955393759847,2.3079048,0.0325649506361235,4.95419631038687,0.0742424242424227
"South",18,0.250745526010238,6.435,2.96259713576777,-19.29,2.92908948425543,-19.425,0.025386523,0.024499972,-0.000886551,247.28303168,8.22087497742581,53.51,0.5,37.2,65.7588888888889,0,34.2477777777778,1828.5,1888.7,1860.5,1860.2,NA,NA,7,1,0.142857142857143,"1900",10.2345229623217,11.8151545230235,335.546300927438,2.4499972,0.0300894631212285,5.21723071622067,0.0714285714285714
"South",20,0.27734108342951,6.81,3.4982023225796,-20.11,3.73519952227456,-20.83,0.01693729,0.020035497,0.003098206,174.4894428,5.84556800594556,53.01,0.57,30.3,70.3644444444444,0,29.6233333333333,1814.4,1876.1,1846.4,1846.4,NA,NA,6.89999999999986,1,0.144927536231887,"1800",13.8424858354904,12.6133578167431,291.760569051297,2.0035497,0.037940260213157,4.92124588858559,0.0826086956521755
"South",22,0.247599698623561,5.63,3.38893535919765,-20.495,3.25734690087182,-20.1,0.009555311,0.023094027,0.013538716,217.592136533333,7.68324875587877,51.54,0.55,30.9,69.3055555555556,0,30.6866666666667,1799.6,1864.2,1833.3,1833.2,NA,NA,6.59999999999991,1,0.151515151515154,"1800",10.7213739129846,13.6871546210968,332.69419646382,2.3094027,0.0326831602183101,4.94953493301701,0.0833333333333345
"South",24,0.246959201323014,4.96,3.20755709835622,-19.585,3.16670520322455,-19.5,0.018313781,0.021194814,0.002881033,225.717355733333,6.68903195107684,50.86,0.58,37.6,64.8711111111111,0.0211111111111111,35.1,1785.7,1851.1,1820.2,1820,NA,NA,6.59999999999991,1,0.151515151515154,"1800",11.6518692413632,12.9882064777204,315.597577363823,2.1194814,0.0343767208241636,5.23266075679027,0.0878787878787891
"South",26,0.246734091829974,5.255,3.16518228741865,-19.555,2.9998300049039,-19.465,0.009106661,0.020781954,0.011675293,238.559455733333,7.30006753271563,51.2,0.58,27,74.2477777777778,0,25.7455555555556,1773.2,1839.6,1807,1807,NA,NA,6.5,1,0.153846153846154,"1800",11.8725165030186,12.8283135254766,351.269545333207,2.0781954,0.0343453855827323,4.75488750216347,0.0892307692307692
"South",28,0.253015812523164,4.695,3.24789805196238,-19.705,3.22727815166431,-19.45,0.017607605,0.017503848,-0.000103757,232.3852344,7.84149131576882,51.17,0.58,24.5,73.1677777777778,0,26.8322222222222,1760.3,1826.1,1793.7,1793.9,NA,NA,6.59999999999991,1,0.151515151515154,"1800",14.4548680109176,12.8367394099728,447.986712165737,1.7503848,0.0352198011032245,4.61470984411521,0.0878787878787891
"South",30,0.269664208913065,4.915,3.45533931781557,-19.535,4.29237667048797,-20.29,0.008821592,0.018072422,0.00925083,248.619651466667,8.16817617607935,52.06,0.57,25.9,70.6244444444444,0,29.3833333333333,1747.8,1813.7,1780.8,1781.1,NA,NA,6.40000000000009,1,0.156249999999998,"1800",14.9213098782811,12.8134887894207,451.969092802246,1.8072422,0.0368900637793073,4.69488019279919,0.0890624999999987
"South",32,0.281260425786064,3.6,4.43487049073679,-21.08,5.64304022624918,-21.63,0.014944309,0.016627052,0.001682743,200.901512,6.34407649294248,51.6,0.62,38.6,61.0966666666667,0,38.9066666666667,1737.8,1800.7,1767.8,1768.1,TRUE,NA,6.60000000000014,1,0.151515151515148,"1800",16.915832451,15.767843906025,381.551491686108,1.6627052,0.0418515513569664,5.27052894238072,0.093939393939392
