"location","depth.cm","%N","d15N.permil","%C.total","d13C.total","%C.organic","d13C.organic","P.pct.inorg","P.pct.total","P.pct.org","SiO2.mg","SiO2.prct","water.percent","bulk.density.gcm3","median.grainsize.um","clay.pct","pebbles.pct","sand.pct","silt.pct","skewness.um","kurtosis.um","mean.phi","sd.phi","year.min","year.max","year.median","year.mean","end.pb","cs.peak","n.years","n.cm","accretion.rate.cmyr","century","outlier","N.P.ratio","C.N.ratio","Si.P.ratio","Si.N.ratio","C.P.ratio","P.total.pct.e2","N.storage","median.grainsize.phi","accretion.rate.gcm2yr","cluster"
"North",12,0.327113394088071,8.28218100924376,3.96999524647733,-20.5220893708944,4.02118374541259,-20.65580003875,0.015985965,0.023756593,0.007770628,245.035478933333,8.01939147374484,57.35,0.52,56.9,0.681111111111111,0,45.4144444444445,53.9022222222222,0.251,1.233,5.59299139713258,1.72546849586571,1949.6,1961.7,1956.8,1956.6,NA,NA,6.30000000000018,1,0.158730158730154,"2000",FALSE,13.7693731625604,12.2929351658708,337.564880357416,24.5156316393016,169.266011562036,2.3756593,0.0408237515821912,5.83035674741922,0.0825396825396802,"1"
"North",14,0.304696902380991,8.2825,3.83196279350604,-20.8025,3.84185186986335,-20.86,0.011591469,0.02671033,0.01511886,210.284005333333,6.89422753272817,54.95,0.48,40.5,1.12,0,36.5222222222222,62.3555555555556,0.341,1.233,5.31488935631582,1.82175542258339,1930,1954.2,1944.1,1943.6,NA,NA,6.5,1,0.153846153846154,"1900",FALSE,11.4074555567449,12.6087657598157,258.110908129108,22.6265100788838,143.833935030505,2.671033,0.0351010831542901,5.33985000288462,0.0738461538461539,"2"
"North",16,0.278141069348357,8.37785810512748,3.49098050407431,-20.4510823142115,3.44205111916829,-20.7392115537777,0.016631162,0.022318533,0.005687371,203.9211328,6.43850629321888,54.12,0.55,33.3,1.52333333333333,0,30.5722222222222,67.9033333333333,0.307,1.261,5.06680590553761,1.77338806207782,1913.1,1946,1931.6,1931.2,NA,NA,6.09999999999991,1,0.163934426229511,"1900",FALSE,12.4623365410422,12.3751991291056,288.482504348242,23.1483480965373,154.223896309327,2.2318533,0.0367146211539831,5.0574502721839,0.0901639344262309,"2"
"North",18,0.294198831193248,8.09,3.88362427912674,-21.265,3.86429258902791,-21.3,0.011896232,0.02414865,0.012252418,184.013224266667,6.30088264843472,53.54,0.58,34.2,1.52555555555556,0,31.4444444444444,67.0155555555556,0.303,1.259,5.10830115260838,1.7947501656992,1897.5,1937.4,1919.6,1919,NA,NA,6.09999999999991,1,0.163934426229511,"1900",FALSE,12.1828272467922,13.1349692089348,260.920699435982,21.417089329957,160.021060764387,2.414865,0.0409524773021001,5.09592441999854,0.0950819672131162,"2"
"North",20,0.239104435010875,7.06178356149055,2.75905179621916,-19.8636121697698,2.72628917192774,-19.7571300581286,0.018895144,0.027164028,0.008268884,128.341894666667,4.0896749401276,50.46,0.57,26.4,2.591,0,25.314,72.095,0.26,0.548,4.78367676177527,1.78100117673488,1881.1,1927.1,1907.1,1906.1,NA,NA,6.40000000000009,1,0.156249999999998,"1900",FALSE,8.80224519761483,11.4020853348193,150.55480505791,17.1041366921596,100.363950881207,2.7164028,0.0327094867094877,4.72246602447109,0.0890624999999987,"2"
"North",22,0.228373224994843,5.765,2.64185752516325,-19.265,2.65050934195916,-19.42,0.010458534,0.018854625,0.00839609,216.3703096,7.1928153300918,49.54,0.64,26.4,2.92583333333333,0,25.1341666666667,71.9283333333333,0.251,0.544,4.7311833660435,1.77641687000406,1866.1,1916.8,1893.9,1893.4,NA,NA,6.29999999999995,1,0.15873015873016,"1900",FALSE,12.1123185952965,11.6060424422303,381.488113929171,31.4958784255651,140.576083690827,1.8854625,0.0350781273592078,4.72246602447109,0.101587301587302,"2"
"North",24,0.234070550727626,5.72479419828184,2.67926710184873,-18.7086127548118,2.77753057308707,-18.7243818120281,0.009472867,0.021831959,0.012359092,221.4891256,7.42687736511077,49.85,0.58,29.2,3.08666666666667,0,30.7433333333333,66.1611111111111,0.223,0.528,4.95432974468738,1.93238016680535,1852.2,1906.1,1881.1,1880.7,NA,NA,6.29999999999995,1,0.15873015873016,"1900",FALSE,10.7214634622402,11.8662111250343,340.183735463719,31.7292258339367,127.223149012284,2.1831959,0.0325826206612855,4.86789646399265,0.0920634920634927,"2"
"North",26,0.252941246076291,5.125,2.95540435125872,-18.89,2.88949629051152,-18.88,0.009485345,0.019047798,0.009562454,271.723615733333,9.04313198140554,51.78,0.59,25.6,3.06777777777778,0,27.3355555555556,69.6,0.196,0.551,4.82784995098563,1.89838780030956,1838.8,1895.6,1868.7,1868.3,NA,NA,6.20000000000005,1,0.161290322580644,"1900",FALSE,13.2792906600695,11.4235868421396,474.759968653886,35.7519072973888,151.697130057318,1.9047798,0.0358164804444028,4.67807190511264,0.09516129032258,"2"
"North",28,0.236402181534657,5.1126577404166,2.88108688368806,-19.4124037121462,2.93211563203526,-19.5280190424814,0.00961288,0.01616022,0.00654734,234.5829608,7.66798123509169,49.51,0.59,23.6,3.39166666666667,0,24.5733333333333,72.0291666666667,0.176,0.579,4.72222256139536,1.90365391436108,1825.4,1885.2,1856.3,1856,NA,NA,6.20000000000005,1,0.161290322580644,"1900",FALSE,14.6286487148478,12.4030819555081,474.497329559356,32.4361695197281,181.440328908595,1.616022,0.0334745489053075,4.56071495447448,0.09516129032258,"2"
"North",30,0.251992470165126,4.825,3.08893119230708,-19.535,3.07027391109115,-19.37,0.008439572,0.019490944,0.011051372,249.143549066667,8.1339157417481,51.33,0.62,23.9,3.36111111111111,0,25.9911111111111,70.6455555555556,0.155,0.578,4.78017095276612,1.95986737596815,1813,1874.1,1843.7,1843.8,NA,NA,6.10000000000014,1,0.163934426229505,"1800",FALSE,12.928694996257,12.1839906925761,417.317690808003,32.2784079080541,157.523099501551,1.9490944,0.0374964795605708,4.57893871309339,0.101639344262293,"2"
"North",32,0.254834037348357,4.92067217180634,3.20137135119946,-19.7827504498178,3.23320302472788,-19.8248755919276,0.010897998,0.02166157,0.010763572,247.040949333333,8.0448606525633,51.3,0.54,20.7,4.02555555555556,0,20.8333333333333,75.1355555555556,0.194,0.582,4.5158237299743,1.79612637228867,1800,1862.4,1831.2,1831.4,NA,NA,6.19999999999982,1,0.16129032258065,"1800",FALSE,11.7643382888847,12.6874849936475,371.38862291899,31.5690193361651,149.259865500418,2.166157,0.0330264912403471,4.37155886261196,0.087096774193551,"2"
"North",34,0.263361473343116,4.4925,3.20905804078055,-19.7325,3.19192540219285,-19.77,0.009468708,0.021066635,0.011597927,241.911919733333,7.74626469687538,49.89,0.57,19.9,4.50777777777778,0.00888888888888889,21.0888888888889,74.3811111111111,0.163,0.59,4.49997430643689,1.86035011208558,1789.6,1850.9,1818.9,1819.2,NA,NA,6.09999999999991,1,0.163934426229511,"1800",FALSE,12.5013545515511,12.1199405580265,367.702990860922,29.4130519492625,151.515674059614,2.1066635,0.0360278495533383,4.31469652565629,0.0934426229508211,"2"
