"location","depth.cm","%N","d15N.permil","%C.total","d13C.total","%C.organic","d13C.organic","P.pct.inorg","P.pct.total","P.pct.org","SiO2.mg","SiO2.prct","water.percent","bulk.density.gcm3","median.grainsize.um","clay.pct","pebbles.pct","sand.pct","silt.pct","skewness.um","kurtosis.um","mean.phi","sd.phi","year.min","year.max","year.median","year.mean","end.pb","cs.peak","n.years","n.cm","accretion.rate.cmyr","century","outlier","N.P.ratio","C.N.ratio","Si.P.ratio","Si.N.ratio","C.P.ratio","P.total.pct.e2","N.storage","median.grainsize.phi","accretion.rate.gcm2yr","cluster"
"North",36,0.269748944274611,4.67020434015078,3.45399826902539,-19.8152612246806,3.46622122849233,-19.7866153929625,0.013112011,0.020264461,0.00715245,242.731210666667,8.02339542507288,50.9,0.58,20.3,4.15888888888889,0,20.73,75.1055555555556,0.188,0.579,4.48952642068864,1.79068834766432,1778.1,1837.7,1806.2,1806.7,NA,NA,6.20000000000005,1,0.161290322580644,"1800",FALSE,13.3114295156733,12.8498046130021,395.934312048708,29.7439363355019,171.049268396151,2.0264461,0.0375490530430258,4.34340782229781,0.0935483870967735,"2"
"North",38,0.289230661733838,4.11,5.77865029686963,-20.165,3.96693451556294,-20.35,0.011043159,0.019825389,0.00878223,251.113171733333,7.94245428078021,52.35,0.5,29,1.73333333333333,0,25.7233333333333,72.5311111111111,0.309,1.264,4.86741384484954,1.69585923686436,1766.4,1825.7,1794.2,1794.4,TRUE,NA,6.09999999999991,1,0.163934426229511,"1800",FALSE,14.5889022270301,13.715470177963,400.620350036018,27.4606234109757,200.093653424049,1.9825389,0.0347076794080605,4.85798099512757,0.0819672131147553,"2"
"North",40,0.28861058335036,3.97852819163985,4.12526085985574,-20.0454248104854,4.10896374690398,-20.1811047840801,0.014592597,0.020127385,0.005534787,196.077088,6.44069544231893,49.41,0.6,27.1,2.83416666666667,0,28.5283333333333,68.625,0.164,0.569,4.93508051369183,2.00255035875714,1755.1,1813.4,1781.7,1782.3,NA,NA,6,1,0.166666666666667,"1800",FALSE,14.3391992228678,14.237051528758,319.996633557659,22.316213659082,204.147918217095,2.0127385,0.0415599240024519,4.76022094646651,0.1,"2"
"North",42,0.320314756265762,3.48,8.60986610125605,-19.86,4.68568665377176,-19.72,0.011062867,0.017985497,0.00692263,194.807998133333,6.36151328923676,50.87,0.55,26.5,2.68222222222222,0,28.85,68.4666666666667,0.165,0.563,4.93894154607561,1.99270881247845,1744.9,1798.8,1769.4,1770,NA,NA,6.09999999999991,1,0.163934426229511,"1800",FALSE,17.8096138386258,14.6283821213784,353.702390833946,19.8601942770276,260.525836665607,1.7985497,0.0422815478270806,4.7279204545632,0.0901639344262309,"2"
"North",44,0.317368669546466,3.53917491087012,4.49377581378649,-19.7662791661953,4.50872036568003,-19.6426546996016,0.009361721,0.018617605,0.009255883,180.8882632,6.00254462076302,50.45,0.57,26.4,2.26444444444444,0,27.8555555555556,69.89,0.19,0.624,4.92368179111419,1.92860498266427,1734.3,1785,1756.8,1757.6,NA,NA,6.30000000000018,1,0.158730158730154,"1800",FALSE,17.0466969057764,14.2065704599108,322.412287765425,18.9134757042682,242.175100700656,1.8617605,0.0434160339939566,4.72246602447109,0.0904761904761879,"2"
"North",46,0.294064375882307,3.55,6.1422239016311,-19.77,4.11620188784966,-19.85,0.010469799,0.022964468,0.012494669,196.0194112,6.59754126392513,49.67,0.57,24.1,2.65111111111111,0,25.5066666666667,71.8477777777778,0.177,0.575,4.78659408871843,1.88968393262554,1724.4,1771.1,1744.3,1745.1,NA,NA,6.20000000000005,1,0.161290322580644,"1700",FALSE,12.8051899953575,13.9976216959278,287.293451079517,22.4357038969102,179.242205299494,2.2964468,0.0402280066206996,4.5909612413426,0.0919354838709671,"2"
"North",48,0.275380208200803,4.00113232307131,3.85122943071214,-20.2011886647364,3.84111316868817,-20.1101394265076,0.011368563,0.020659994,0.00929143,207.596626933333,6.02446298095331,48.62,0.54,23.4,3.25,0,25.0666666666667,71.6758333333333,0.156,0.582,4.73810014572386,1.93253769355873,1715.8,1757.6,1731.1,1732.6,NA,NA,6.30000000000018,1,0.158730158730154,"1700",FALSE,13.329152380238,13.9483995374399,291.600422582568,21.8768916630362,185.920342894977,2.0659994,0.0356892749828241,4.54843662469604,0.0857142857142832,"2"
"North",50,0.281481770937144,3.5,8.42940735876331,-20.88,4.22616471945767,-20.76,0.009508236,0.016077868,0.006569631,204.298234933333,5.51015347167173,49.16,0.53,25.3,2.55555555555556,0,27.0388888888889,70.3988888888889,0.174,0.57,4.86443474662953,1.92711535843703,1706.2,1745.4,1717.7,1720,NA,NA,6.29999999999995,1,0.15873015873016,"1700",FALSE,17.5074065129247,15.0139908008515,342.716675598514,19.5755250982209,262.856040331819,1.6077868,0.0358044812632047,4.66106547980695,0.0841269841269847,"2"
"North",52,0.271019171679199,3.87090116439422,3.95862990664906,-20.4294669130298,4.04659502130492,-20.6404584442714,0.01118473,0.014902546,0.003717816,202.131149333333,4.55749922989218,49.58,NA,27.1,2.18888888888889,0,27.4755555555555,70.3355555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18.1860986491301,14.9310286657315,305.820175283618,16.8161506865161,271.537160247981,1.4902546,NA,4.76022094646651,NA,NA
"South",0,0.578313555706806,8.39158343929346,6.81506981002094,-21.7737162682354,7.54358080553599,-22.9064816408236,0.015738945,0.037141547,0.021402602,305.695651466667,10.3373517409433,67.68,NA,54.8,0.131111111111111,0.0711111111111111,42.7622222222222,57.0177777777778,0.146,1.332,5.65170344501916,1.73864540325003,1968.9,1978.8,1973.4,1973.5,NA,NA,4.20000000000005,1,0.238095238095236,"2000",FALSE,15.5705295664396,13.0441016488302,278.323133415615,17.8749946961025,203.103570390754,3.7141547,NA,5.77610398807316,NA,NA
"South",1,0.426905515987662,8.14392517933663,4.84618109547827,-20.7097601107787,4.80551353023724,-20.4440863098592,0.012539343,0.024584566,0.012045223,279.394129466667,9.1772220332743,62.37,0.45,36.3,0.532222222222222,0,31.61,67.85,0.376,1.312,5.13614667847708,1.63163372875149,1966,1974.5,1969.9,1970,NA,NA,3.5,1,0.285714285714286,"2000",FALSE,17.3647773968295,11.2566208452929,373.292009030149,21.4970800085411,195.468715219022,2.4584566,0.0461057957266675,5.18189764310839,0.128571428571429,"1"
"South",2,0.400704674914519,7.61666666666667,4.6779840943516,-20.62,4.63988129208994,-20.64,0.04873971,0.0203757,-0.02836401,253.254122533333,8.34134728472071,59.59,0.4,41.6,0.566666666666667,0,36.6355555555556,62.7855555555555,0.369,1.227,5.29871771929731,1.70387210262809,1962.8,1969.4,1965.8,1965.9,NA,TRUE,4.09999999999991,1,0.243902439024396,"2000",FALSE,19.6658114771281,11.5793041173771,409.377213284486,20.8166957036379,227.716411808671,2.03757,0.0384676487917938,5.37851162325373,0.0975609756097583,"1"
"South",3,0.383982729441544,7.62,5.42996348331784,-20.722,4.51723399700278,-20.71,0.010987877,0.026087467,0.015099589,275.181620266667,9.06555498248408,58.45,0.4,38.8,0.657777777777778,0,33.6766666666667,65.6688888888889,0.381,1.285,5.2033521639106,1.67211567203706,1956.1,1963.2,1959.9,1959.8,NA,NA,6.10000000000014,1,0.163934426229505,"2000",FALSE,14.7190499346504,11.7641592984469,347.506140879223,23.6092779372364,173.157248153022,2.6087467,0.0368623420263883,5.27798474729977,0.0655737704918018,"1"
"South",4,0.357134097980341,8.22408391301573,4.25121110396512,-20.4965731212436,4.23051342496087,-20.3697238914821,0.014772569,0.025601701,0.010829132,268.7943152,8.52517962045917,68.1,0.47,44.8,1.09444444444444,0.0277777777777778,39.5988888888889,59.2877777777778,0.339,1.113,5.38859596330382,1.88838041142697,1944,1958.5,1952.7,1952.3,NA,NA,7.5,1,0.133333333333333,"2000",FALSE,13.9496238152434,11.8457281141319,332.992703119967,23.8710883913651,165.243451009793,2.5601701,0.0402847262521825,5.48542682717024,0.0626666666666667,"1"
"South",6,0.348998698220902,7.75,4.15537085244914,-20.35,4.17938284164124,-20.46,0.011441211,0.031744737,0.020303526,258.628679066667,8.48599330667347,55.74,0.46,34.6,1.16111111111111,0,32.3633333333333,66.4866666666667,0.325,1.209,5.10858118477543,1.75642189597378,1926,1949.3,1940,1939.4,NA,NA,6.39999999999986,1,0.156250000000003,"1900",FALSE,10.9939073749738,11.9753536702187,267.319691660179,24.3152577643776,131.655929032937,3.1744737,0.0385294562835876,5.11270013274936,0.0718750000000015,"1"
"South",8,0.340777368695055,8.20038740920808,3.99948512712209,-20.3343322829174,4.06249135531235,-20.5410866047734,0.016835122,0.026659482,0.009824359,237.8254784,8.07929672241459,56.58,0.5,25.6,2.39888888888889,0,26.3733333333333,71.2288888888889,0.236,0.539,4.77349938349213,1.79960534402365,1907.6,1939.4,1925.5,1925.1,NA,NA,7.20000000000005,1,0.138888888888888,"1900",FALSE,12.782595276797,11.9212475020537,303.055277758757,23.7084309716716,152.38448201328,2.6659482,0.0408932842434065,4.67807190511264,0.069444444444444,"2"
"South",10,0.280303770225505,7.13333333333333,3.41283192410473,-20.3233333333333,3.34122309682391,-20.35,0.011502233,0.021714032,0.0102118,231.176224533333,7.56789146495809,53.24,0.52,32,1.86666666666667,0,31.1666666666667,66.9588888888889,0.248,0.928,5.04527480961229,1.88858868053665,1888.5,1930.2,1911.6,1911,NA,NA,6.90000000000009,1,0.144927536231882,"1900",FALSE,12.9088770904227,11.9200076907131,348.525389709202,26.998892875646,153.873914196309,2.1714032,0.034981910524143,5,0.0753623188405787,"2"
"South",12,0.260624812304285,7.61400578430585,3.13852244729651,-19.5950815766812,3.13958005030736,-20.3522421201631,0.015832805,0.019563524,0.003730719,238.912726133333,7.46173729843831,53.45,0.54,24.6,2.60222222222222,0,23.9833333333333,73.4044444444444,0.229,0.562,4.70648777080611,1.79569247410667,1873.1,1921,1898.9,1898.7,NA,NA,6,1,0.166666666666667,"1900",FALSE,13.3219767718886,12.0463589884214,381.410695661902,28.6301877110863,160.481314629581,1.9563524,0.0337769756746353,4.62058641045188,0.09,"2"
"South",14,0.247075120636206,6.65333333333333,2.9724173994274,-19.46,2.89535364676686,-19.7,0.01166854,0.022979276,0.011310736,259.473504,8.28784732625587,53.04,0.56,36,0.973333333333333,0,33.0088888888889,66.0088888888889,0.344,1.186,5.11461255102976,1.71697909226239,1858.8,1911.9,1887.2,1886.9,NA,NA,5.89999999999986,1,0.169491525423733,"1900",FALSE,10.7520846451475,11.7185155644626,360.666163992977,33.543835999817,125.99847126458,2.2979276,0.033206896213506,5.16992500144231,0.0949152542372903,"2"
"South",16,0.250618304537487,7.09695278030895,2.94839667756677,-19.6588756639629,2.90392616659826,-19.7118926006135,0.013315038,0.023079048,0.00976401,259.7474688,8.2843487624424,52.56,0.49,31,2.02555555555556,0,31.6411111111111,66.3366666666667,0.265,0.832,5.02056027018494,1.8658982768729,1843.1,1901.4,1874.6,1874.1,NA,NA,6.60000000000014,1,0.151515151515148,"1900",FALSE,10.8591266215784,11.587047370532,358.955393759847,33.0556412379019,125.825214566834,2.3079048,0.0294727126136084,4.95419631038687,0.0742424242424227,"2"
"South",18,0.255481845343178,6.23,2.95580722085586,-19.3266666666667,2.92758089368259,-19.41,0.025386523,0.024499972,-0.000886551,247.28303168,8.22087497742581,53.51,0.5,37.2,1.19,0,34.2477777777778,64.5688888888889,0.324,1.202,5.19334415204482,1.80273107344462,1828.5,1888.7,1860.5,1860.2,NA,NA,7,1,0.142857142857143,"1900",FALSE,10.4278423397046,11.4590564732695,335.546300927438,32.1779223348848,119.493234265026,2.4499972,0.0306578214411813,5.21723071622067,0.0714285714285714,"2"
"South",20,0.256652222109169,6.63805700064735,3.14383975910959,-19.4361744794631,3.21954101982069,-19.4051105810542,0.01693729,0.020035497,0.003098206,174.4894428,5.84556800594556,53.01,0.57,30.3,2.21111111111111,0,29.6233333333333,68.1533333333333,0.236,0.696,4.97407222317119,1.89464823801428,1814.4,1876.1,1846.4,1846.4,NA,NA,6.89999999999986,1,0.144927536231887,"1800",FALSE,12.809875497931,12.5443722768597,291.760569051297,22.7762220716682,160.691847066269,2.0035497,0.0351100239845343,4.92124588858559,0.0826086956521755,"2"
"South",22,0.247951577677308,5.368,3.34412353733397,-20.262,3.26214384015495,-20.01,0.009555311,0.023094027,0.013538716,217.592136533333,7.68324875587877,51.54,0.55,30.9,2.01555555555556,0,30.6866666666667,67.29,0.235,0.87,5.03503590703574,1.904344773821,1799.6,1864.2,1833.3,1833.2,NA,NA,6.59999999999991,1,0.151515151515154,"1800",FALSE,10.7366107122551,13.1563746063371,332.69419646382,30.986891988556,141.254872532839,2.3094027,0.0327296082534046,4.94953493301701,0.0833333333333345,"2"
"South",24,0.247663911695367,5.4169983371631,3.14806011060712,-19.462039424596,3.04326248949142,-19.3812603852118,0.018313781,0.021194814,0.002881033,225.717355733333,6.68903195107684,50.86,0.58,37.6,1.59444444444444,0.0211111111111111,35.1,63.2766666666667,0.25,1.157,5.27156991232578,1.97490331138169,1785.7,1851.1,1820.2,1820,NA,NA,6.59999999999991,1,0.151515151515154,"1800",FALSE,11.6851184301672,12.2878721758813,315.597577363823,27.0085048131862,143.58524162993,2.1194814,0.034474816507995,5.23266075679027,0.0878787878787891,"2"
"South",26,0.247859326177089,5.24333333333333,3.13458884035215,-19.4966666666667,3.04009229881742,-19.32,0.009106661,0.020781954,0.011675293,238.559455733333,7.30006753271563,51.2,0.58,27,2.06,0,25.7455555555556,72.1877777777778,0.235,0.594,4.82815877586282,1.80709871535871,1773.2,1839.6,1807,1807,NA,NA,6.5,1,0.153846153846154,"1800",FALSE,11.9266612839721,12.2653940269544,351.269545333207,29.4524625936404,146.28520007394,2.0781954,0.0345020182038508,4.75488750216347,0.0892307692307692,"2"
"South",28,0.253337614706741,4.86521692015551,3.35830418377039,-19.7333303976002,3.02005764295657,-19.5427289624276,0.017607605,0.017503848,-0.000103757,232.3852344,7.84149131576882,51.17,0.58,24.5,3.12111111111111,0,26.8322222222222,70.0466666666667,0.171,0.564,4.80424090727766,1.93899442180932,1760.3,1826.1,1793.7,1793.9,NA,NA,6.59999999999991,1,0.151515151515154,"1800",FALSE,14.4732526645993,11.9210787014496,447.986712165737,30.9527320877557,172.536784080653,1.7503848,0.0352645959671783,4.61470984411521,0.0878787878787891,"2"
"South",30,0.274431503945291,4.8,3.40634731245766,-19.4266666666667,3.44106369204721,-19.59,0.008821592,0.018072422,0.00925083,248.619651466667,8.16817617607935,52.06,0.57,25.9,3.36666666666667,0,29.3833333333333,67.2577777777778,0.141,0.559,4.91697740916447,2.06074630484079,1747.8,1813.7,1780.8,1781.1,NA,NA,6.40000000000009,1,0.156249999999998,"1800",FALSE,15.1850982643771,12.5388799849058,451.969092802246,29.7639886771444,190.404124696026,1.8072422,0.0375422297397159,4.69488019279919,0.0890624999999987,"2"
"South",32,0.296211675492322,3.80025660156472,4.49448187387441,-20.8888436534539,4.66519995409416,-20.904045651659,0.014944309,0.016627052,0.001682743,200.901512,6.34407649294248,51.6,0.62,38.6,2.08888888888889,0,38.9066666666667,59.0077777777778,0.191,1.011,5.42705618366146,2.19723224681577,1737.8,1800.7,1767.8,1768.1,TRUE,NA,6.60000000000014,1,0.151515151515148,"1800",FALSE,17.8150447531121,15.7495478405445,381.551491686108,21.4173748634258,280.57889962058,1.6627052,0.0440762973132575,5.27052894238072,0.093939393939392,"4"
"South",34,0.33314744538552,3.28333333333333,7.11531465343777,-21.1666666666667,4.90793098448601,-21.32,0.007261959,0.016425207,0.009163248,159.34561792,5.32060682001337,53.07,0.54,49.1,1.86777777777778,0.0411111111111111,44.5566666666667,53.5355555555556,0.26,0.962,5.66951383089471,2.23587184240625,1724.5,1787.3,1754.7,1755.1,NA,NA,6.5,1,0.153846153846154,"1800",FALSE,20.2826938732352,14.7320084619185,323.929361743409,15.9707267569059,298.804817771003,1.6425207,0.0431759089219635,5.61765111942733,0.0830769230769231,"4"
"South",36,0.341663430266208,3.09297454456266,5.87954661693086,-21.3657010948008,6.03261099289989,-21.1286424594535,0.012402511,0.01618194,0.003779429,143.091734933333,4.75569533431332,53.71,0.59,73.8,1.27555555555556,0,51.1066666666667,47.6077777777778,0.3,1.01,5.99795630947039,2.18193870990349,1713.6,1774.5,1741.3,1741.7,NA,NA,6.70000000000005,1,0.149253731343283,"1700",FALSE,21.1138732603265,17.656589668375,293.889072281403,13.9192401440444,372.79899646766,1.618194,0.0483795417256951,6.20554891117303,0.0880597014925367,"4"
"South",38,0.406899658933168,2.44,10.0714871886063,-21.61,7.31842032587683,-21.43,0.006382834,0.015929551,0.009546717,131.4394192,3.58969567819883,59.91,0.45,137.6,1.12888888888889,0.00666666666666667,62.0222222222222,36.8222222222222,0.334,1.015,6.58911893142554,2.31014362243973,1701.9,1760.6,1727.6,1728.4,NA,NA,6.59999999999991,1,0.151515151515154,"1700",FALSE,25.543699187326,17.9858109123627,225.34820210556,8.82206607793797,459.424143585518,1.5929551,0.0439451631647821,7.10433665981474,0.0681818181818191,"4"
"South",40,0.707060316853847,1.52348945795978,13.6613107606089,-21.4204560724043,16.8083451773624,-21.8401871408203,0.002870588,0.012691442,0.009820855,90.6949656,2.613114712803,74.94,0.29,165.8,0.426666666666667,0.156666666666667,66.6088888888889,32.7955555555556,0.363,1.153,6.85398726951622,2.17321978071896,1691.8,1746.4,1714.1,1715.3,NA,NA,6.5,1,0.153846153846154,"1700",TRUE,55.7115824075662,23.7721517906042,205.895808593145,3.69574511610323,1324.38419348742,1.2691442,0.0492113980530278,7.37330019660839,0.0446153846153846,NA
"South",40,0.707060316853847,1.52348945795978,13.6613107606089,-21.4204560724043,16.8083451773624,-21.8401871408203,0.002870588,0.012691442,0.009820855,90.6949656,2.613114712803,74.94,0.29,165.8,0.426666666666667,0.156666666666667,66.6088888888889,32.7955555555556,0.363,1.153,6.85398726951622,2.17321978071896,1691.8,1746.4,1714.1,1715.3,NA,NA,6.5,1,0.153846153846154,"1700",TRUE,55.7115824075662,23.7721517906042,205.895808593145,3.69574511610323,1324.38419348742,1.2691442,0.0492113980530278,7.37330019660839,0.0446153846153846,NA
"South",42,0.964452241081099,1.084,26.0001956240532,-22.096,20.497803806735,-21.66,-7.93281e-05,0.009070367,0.009149696,60.5430165333333,1.93665241551328,82.52,0.18,252,0,0.551111111111111,80.8522222222222,18.6011111111111,0.224,1.011,7.58145044557692,1.83056668271258,1682.1,1731.8,1701.3,1702.8,NA,NA,6.20000000000005,1,0.161290322580644,"1700",TRUE,106.33001300621,21.2533113964856,213.514228863427,2.00803350650354,2259.86487721335,0.9070367,0.0416643368147035,7.97727992349992,0.0290322580645159,NA
"South",44,1.47778317236167,0.509438270618281,29.0407313491744,-19.333825518241,29.9276779612347,-22.8211103537826,-0.000135334,0.006761815,0.006897149,12.0582562666667,0.318406718213718,83.73,0.16,239,0,0.522222222222222,84.3533333333333,15.1166666666667,0.148,1.04,7.628852980719,1.65261474879561,1672.4,1719.4,1688.8,1690.5,NA,NA,6.20000000000005,1,0.161290322580644,"1700",TRUE,218.548299881271,20.2517382258499,47.0889425714424,0.215462406237084,4425.98295890004,0.6761815,0.0567468738186883,7.90086680798075,0.025806451612903,NA
"South",46,1.66977965514918,0.614496706273865,32.4527106184045,-19.9119428613087,33.267905972323,-23.4161669722454,-0.000567994,0.005973545,0.00654154,22.7262613333333,0.757603138363971,85.12,NA,225.2,0,0.121111111111111,83.6988888888889,16.1766666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,279.529099579761,19.9235305507125,126.826388411566,0.453714438325866,5569.20655529053,0.5973545,NA,7.81506301719287,NA,NA
